,AGE,CFID,CFPARAMS,GP,L,MIN,PCT_AST,PCT_BLK,PCT_BLKA,PCT_DREB,PCT_FG3A,PCT_FG3M,PCT_FGA,PCT_FGM,PCT_FTA,PCT_FTM,PCT_OREB,PCT_PF,PCT_PFD,PCT_PTS,PCT_REB,PCT_STL,PCT_TOV,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_ID,USG_PCT,W,W_PCT
0,26.0,5,"358,1610612753",1,0,12.0,0.6,0.0,0.0,0.0,0.5,0.0,0.192,0.214,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.25,358,Anfernee Hardaway,ORL,1610612753,0.189,1,1.0
1,21.0,5,"952,1610612738",1,0,15.0,0.2,0.0,0.5,0.167,0.25,0.0,0.229,0.1,0.0,0.0,0.333,0.0,0.0,0.08,0.2,0.25,0.25,952,Antoine Walker,BOS,1610612738,0.221,1,1.0
2,32.0,5,"764,1610612759",1,1,22.0,0.0,1.0,0.0,0.211,0.0,0.0,0.078,0.158,0.714,0.692,0.154,0.25,0.0,0.283,0.188,0.4,0.25,764,David Robinson,SAS,1610612759,0.16,0,0.0
3,32.0,5,"87,1610612737",1,0,19.0,0.0,1.0,0.0,0.375,0.0,0.0,0.122,0.16,0.4,0.25,0.25,0.6,0.0,0.164,0.35,0.0,0.0,87,Dikembe Mutombo,ATL,1610612737,0.117,1,1.0
4,26.0,5,"224,1610612747",1,1,25.0,0.067,0.0,0.0,0.19,0.412,0.0,0.297,0.318,0.143,0.083,0.412,0.25,0.0,0.263,0.289,0.4,0.0,224,Eddie Jones,LAL,1610612747,0.261,0,0.0
5,29.0,5,"56,1610612760",1,1,24.0,0.65,0.0,0.0,0.059,0.375,0.25,0.13,0.12,0.0,0.0,0.2,0.0,0.0,0.117,0.111,0.286,0.333,56,Gary Payton,SEA,1610612760,0.158,0,0.0
6,31.0,5,"779,1610612766",1,0,16.0,0.0,0.0,1.0,0.0,0.462,0.667,0.368,0.353,0.0,0.0,0.167,0.0,0.0,0.372,0.059,0.0,0.2,779,Glen Rice,CHH,1610612766,0.335,1,1.0
7,25.0,5,"255,1610612765",1,0,28.0,0.263,0.0,0.0,0.13,0.083,0.25,0.177,0.2,0.0,0.0,0.0,0.167,0.0,0.19,0.107,0.111,0.0,255,Grant Hill,DET,1610612765,0.147,1,1.0
8,25.0,5,"467,1610612756",1,1,19.0,0.692,0.0,0.0,0.063,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.036,0.0,0.333,467,Jason Kidd,PHX,1610612756,0.051,0,0.0
9,30.0,5,"420,1610612751",1,0,19.0,0.1,0.0,0.0,0.389,0.0,0.0,0.067,0.105,0.0,0.0,0.375,0.333,0.0,0.083,0.385,0.0,0.0,420,Jayson Williams,NJN,1610612751,0.058,1,1.0
10,34.0,5,"252,1610612762",1,1,17.0,0.125,0.0,0.0,0.3,0.0,0.0,0.114,0.111,0.0,0.0,0.0,0.333,0.0,0.1,0.231,0.333,0.0,252,Karl Malone,UTA,1610612762,0.089,0,0.0
11,22.0,5,"708,1610612750",1,1,21.0,0.1,1.0,0.0,0.214,0.111,0.0,0.22,0.25,0.0,0.0,0.143,0.0,0.0,0.231,0.19,0.286,0.375,708,Kevin Garnett,MIN,1610612750,0.234,0,0.0
12,19.0,5,"977,1610612747",1,1,23.0,0.059,0.0,0.0,0.25,0.429,0.667,0.314,0.318,0.333,0.5,0.2,0.25,0.0,0.353,0.231,0.286,0.083,977,Kobe Bryant,LAL,1610612747,0.272,0,0.0
13,35.0,5,"893,1610612741",1,0,31.0,0.348,0.0,0.0,0.185,0.083,0.2,0.257,0.25,0.429,0.4,0.167,0.0,0.0,0.256,0.182,0.3,0.2,893,Michael Jordan,CHI,1610612741,0.257,1,1.0
14,33.0,5,"782,1610612758",1,1,17.0,0.182,0.0,0.0,0.077,0.286,0.0,0.297,0.25,0.0,0.0,0.0,0.0,0.0,0.182,0.05,0.0,0.0,782,Mitch Richmond,SAC,1610612758,0.238,0,0.0
15,26.0,5,"89,1610612747",1,1,20.0,0.2,0.0,0.0,0.111,0.429,1.0,0.286,0.294,0.2,0.25,0.077,0.0,0.0,0.302,0.097,0.0,0.333,89,Nick Van Exel,LAL,1610612747,0.284,0,0.0
16,32.0,5,"397,1610612754",1,0,20.0,0.0,0.0,0.0,0.0,0.133,0.143,0.174,0.273,0.333,0.25,0.0,0.4,0.0,0.255,0.0,1.0,0.0,397,Reggie Miller,IND,1610612754,0.169,1,1.0
17,31.0,5,"22,1610612754",1,0,21.0,0.286,1.0,0.0,0.294,0.0,0.0,0.146,0.13,0.667,0.8,0.25,0.429,0.0,0.172,0.28,0.0,0.0,22,Rik Smits,IND,1610612754,0.157,1,1.0
18,26.0,5,"406,1610612747",1,1,18.0,0.063,0.0,1.0,0.2,0.0,0.0,0.263,0.263,1.0,1.0,0.5,0.5,0.0,0.286,0.286,0.0,0.25,406,Shaquille O'Neal,LAL,1610612747,0.288,0,0.0
19,28.0,5,"431,1610612739",1,0,25.0,0.111,0.0,0.5,0.474,0.083,0.0,0.179,0.156,0.333,0.5,0.4,0.4,0.0,0.167,0.458,0.5,0.4,431,Shawn Kemp,CLE,1610612739,0.217,1,1.0
20,29.0,5,"120,1610612737",1,0,16.0,0.0,0.0,0.0,0.083,0.313,0.333,0.308,0.353,0.0,0.0,0.333,0.0,0.0,0.318,0.167,0.0,0.0,120,Steven Smith,ATL,1610612737,0.262,1,1.0
21,22.0,5,"1495,1610612759",1,1,14.0,0.111,0.0,0.0,0.714,0.1,0.0,0.108,0.071,0.0,0.0,0.091,0.0,0.0,0.056,0.44,0.0,0.333,1495,Tim Duncan,SAS,1610612759,0.129,0,0.0
22,31.0,5,"896,1610612748",1,0,17.0,0.5,0.0,0.0,0.063,0.714,0.667,0.205,0.143,0.0,0.0,0.0,0.0,0.0,0.163,0.05,0.0,0.857,896,Tim Hardaway,MIA,1610612748,0.29,1,1.0
23,26.0,5,"452,1610612760",1,1,21.0,0.0,0.0,1.0,0.118,0.0,0.0,0.235,0.188,0.143,0.167,0.462,0.25,0.0,0.178,0.267,0.25,0.0,452,Vin Baker,SEA,1610612760,0.204,0,0.0
