,AVG_DRIB_PER_TOUCH,AVG_SEC_PER_TOUCH,ELBOW_TOUCHES,FRONT_CT_TOUCHES,GP,L,MIN,PAINT_TOUCHES,PLAYER_ID,PLAYER_NAME,POINTS,POST_TOUCHES,PTS_PER_ELBOW_TOUCH,PTS_PER_PAINT_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_TOUCH,TEAM_ABBREVIATION,TEAM_ID,TIME_OF_POSS,TOUCHES,W
0,0.35,1.58,4,53,17,14,77.0,6,1627773,AJ Hammons,24,11,0.0,0.667,0.364,0.312,DAL,1610612742,2.0,77,3
1,6.29,5.6,4,996,36,16,531.0,2,201166,Aaron Brooks,203,4,0.5,0.0,0.5,0.182,IND,1610612754,104.3,1118,20
2,1.5,2.17,35,1300,43,26,1172.0,53,203932,Aaron Gordon,491,77,0.314,1.321,0.935,0.321,ORL,1610612753,55.4,1530,17
3,2.16,2.93,3,25,5,3,17.0,0,1626151,Aaron Harrison,1,1,0.0,0.0,0.0,0.036,CHA,1610612766,1.4,28,2
4,0.53,1.54,13,103,10,7,88.0,11,203940,Adreian Payne,48,11,0.615,0.545,0.545,0.259,MIN,1610612750,4.7,185,3
5,0.74,1.65,103,1517,31,10,1023.0,80,201143,Al Horford,477,110,0.155,0.838,0.745,0.222,BOS,1610612738,59.2,2152,21
6,0.49,1.88,101,612,39,18,589.0,71,2744,Al Jefferson,317,98,0.287,1.38,1.102,0.323,IND,1610612754,30.7,982,21
7,0.97,1.62,28,536,25,14,697.0,27,202329,Al-Farouq Aminu,180,28,0.214,0.593,0.786,0.175,POR,1610612757,27.8,1028,11
8,1.07,1.98,2,131,16,6,184.0,2,101187,Alan Anderson,49,3,0.0,1.0,1.333,0.257,LAC,1610612746,6.3,191,10
9,0.41,1.15,12,83,15,13,115.0,12,1626210,Alan Williams,47,14,0.083,0.917,0.929,0.29,PHX,1610612756,3.1,162,2
10,2.51,3.04,0,57,7,2,45.0,1,202692,Alec Burks,18,1,0.0,0.0,0.0,0.273,UTA,1610612762,3.3,66,5
11,0.82,1.51,17,467,36,17,512.0,3,203518,Alex Abrines,204,5,0.353,0.0,0.4,0.321,OKC,1610612760,16.0,636,19
12,0.27,1.19,84,565,37,26,795.0,133,203458,Alex Len,303,160,0.333,0.917,0.838,0.264,PHX,1610612756,22.7,1148,11
13,0.23,1.12,34,230,21,15,297.0,29,201582,Alexis Ajinca,90,36,0.294,0.966,0.944,0.176,NOP,1610612740,9.5,511,6
14,0.58,1.39,40,1061,43,25,1260.0,24,203459,Allen Crabbe,462,34,0.625,0.75,0.676,0.315,POR,1610612757,33.8,1465,18
15,1.25,1.53,3,74,13,9,89.0,5,202087,Alonzo Gee,11,5,0.0,0.4,0.4,0.115,DEN,1610612743,2.4,96,4
16,0.47,1.37,60,789,40,15,814.0,104,101161,Amir Johnson,252,123,0.1,1.019,0.943,0.201,BOS,1610612738,28.7,1256,25
17,0.74,1.69,13,85,10,2,68.0,6,2760,Anderson Varejao,13,8,0.308,0.667,0.375,0.087,GSW,1610612744,4.2,149,8
18,0.6,1.64,89,1027,41,23,1270.0,277,203083,Andre Drummond,605,307,0.213,0.989,0.977,0.313,DET,1610612765,52.8,1934,18
19,1.82,2.57,46,1110,40,5,1002.0,53,2738,Andre Iguodala,236,75,0.13,0.642,0.773,0.167,GSW,1610612744,60.5,1411,35
20,0.47,1.24,22,942,43,18,1330.0,52,203460,Andre Roberson,290,68,0.136,0.942,0.882,0.199,OKC,1610612760,30.1,1455,25
21,0.48,1.58,94,453,22,16,518.0,45,101106,Andrew Bogut,67,48,0.043,0.622,0.583,0.076,DAL,1610612742,23.1,880,6
22,5.05,5.01,32,1946,40,17,1001.0,14,1626150,Andrew Harrison,280,18,0.156,0.643,0.389,0.127,MEM,1610612763,184.3,2208,23
23,0.42,1.51,23,181,25,10,221.0,20,203094,Andrew Nicholson,69,26,0.261,0.9,0.962,0.211,WAS,1610612764,8.2,327,15
24,2.22,3.26,86,1811,41,27,1511.0,65,203952,Andrew Wiggins,897,99,0.523,1.0,0.768,0.422,MIN,1610612750,115.3,2124,14
25,0.42,1.14,6,185,20,17,213.0,19,203461,Anthony Bennett,91,23,0.333,0.895,0.913,0.257,BKN,1610612751,6.7,354,3
26,1.26,1.94,1,125,9,6,143.0,3,1626148,Anthony Brown,34,3,0.0,0.667,0.667,0.2,NOP,1610612740,5.5,170,3
27,0.8,1.77,265,1920,39,24,1434.0,137,203076,Anthony Davis,1130,142,0.57,1.015,1.028,0.376,NOP,1610612740,89.0,3009,15
28,0.77,1.46,9,362,30,13,468.0,2,201627,Anthony Morrow,170,5,1.444,0.0,0.8,0.415,OKC,1610612760,10.0,410,17
29,0.25,1.25,87,512,28,16,599.0,27,201229,Anthony Tolliver,189,28,0.046,0.963,0.929,0.21,SAC,1610612758,18.8,902,12
30,3.08,3.45,2,34,3,2,30.0,0,203462,Archie Goodwin,15,1,0.0,0.0,0.0,0.395,NOP,1610612740,2.2,38,1
31,0.34,1.6,7,35,8,5,28.0,3,202620,Arinze Onuaku,4,7,0.286,0.0,0.0,0.073,ORL,1610612753,1.5,55,3
32,0.31,1.38,65,357,40,22,598.0,103,203382,Aron Baynes,164,109,0.154,0.893,0.835,0.273,DET,1610612765,13.9,601,18
33,1.34,2.09,35,739,33,20,764.0,21,201167,Arron Afflalo,245,32,0.343,0.714,0.781,0.271,SAC,1610612758,31.5,905,13
34,3.79,3.92,22,1575,41,14,1078.0,10,203085,Austin Rivers,452,18,0.0,0.7,0.389,0.246,LAC,1610612746,119.8,1836,27
35,1.9,2.33,60,1598,36,14,1257.0,45,202340,Avery Bradley,636,52,0.467,1.2,1.192,0.308,BOS,1610612738,80.3,2065,22
36,1.18,1.84,33,475,31,16,479.0,17,203463,Ben McLemore,169,23,0.424,1.0,0.913,0.269,SAC,1610612758,19.3,629,15
37,6.03,5.45,11,903,26,13,399.0,5,2757,Beno Udrih,160,4,0.182,0.4,0.5,0.157,DET,1610612765,92.8,1021,13
38,0.29,1.36,134,881,42,25,1043.0,158,202687,Bismack Biyombo,257,176,0.142,0.722,0.739,0.141,ORL,1610612753,41.3,1823,17
39,1.16,2.05,247,1472,26,7,875.0,87,201933,Blake Griffin,551,102,0.308,0.736,0.637,0.256,LAC,1610612746,73.6,2156,19
40,0.56,1.64,14,143,19,10,139.0,36,1626246,Boban Marjanovic,77,50,0.143,0.972,0.92,0.356,DET,1610612765,5.9,216,9
41,4.56,4.69,0,50,10,3,33.0,0,201628,Bobby Brown,5,0,0.0,0.0,0.0,0.096,HOU,1610612745,4.1,52,7
42,0.48,1.33,18,332,27,16,336.0,31,1626171,Bobby Portis,111,34,0.222,0.645,0.588,0.192,CHI,1610612741,12.8,577,11
43,1.87,2.44,30,1255,36,29,963.0,27,202711,Bojan Bogdanovic,505,30,0.7,0.926,0.9,0.354,BKN,1610612751,58.0,1428,7
44,0.84,1.89,102,865,34,13,636.0,19,2564,Boris Diaw,166,39,0.059,0.737,0.462,0.133,UTA,1610612762,39.4,1250,21
45,2.48,2.78,111,1510,36,16,1230.0,29,203078,Bradley Beal,810,33,0.414,1.034,0.848,0.434,WAS,1610612764,86.6,1867,20
46,0.6,1.65,30,315,27,10,315.0,45,101138,Brandon Bass,148,49,0.4,0.911,0.918,0.301,LAC,1610612746,13.5,492,17
47,2.99,3.47,32,1537,45,30,1248.0,31,1627742,Brandon Ingram,363,42,0.406,1.0,0.786,0.178,LAL,1610612747,117.7,2037,15
48,4.76,4.57,6,2195,42,24,981.0,17,201943,Brandon Jennings,348,20,0.333,0.235,0.2,0.142,NYK,1610612752,186.7,2452,18
49,3.9,3.91,17,1516,37,26,831.0,5,202688,Brandon Knight,458,16,0.118,1.0,0.438,0.255,PHX,1610612756,117.1,1799,11
50,0.76,1.53,1,171,16,12,222.0,1,201575,Brandon Rush,50,1,0.0,0.0,0.0,0.229,MIN,1610612750,5.6,218,4
51,6.27,5.96,2,116,10,5,56.0,2,203148,Brian Roberts,16,1,0.0,0.0,0.0,0.133,CHA,1610612766,11.9,120,5
52,1.02,1.98,97,1337,34,27,1006.0,85,201572,Brook Lopez,677,104,0.33,1.176,1.125,0.382,BKN,1610612751,58.4,1771,7
53,0.97,1.58,0,17,7,1,21.0,0,203998,Bruno Caboclo,3,0,0.0,0.0,0.0,0.115,TOR,1610612761,0.7,26,6
54,1.28,1.85,0,46,13,3,57.0,0,1627854,Bryn Forbes,10,0,0.0,0.0,0.0,0.182,SAS,1610612759,1.7,55,10
55,2.13,2.45,20,1062,42,26,842.0,11,1627741,Buddy Hield,374,18,0.1,1.182,1.056,0.311,NOP,1610612740,49.2,1203,16
56,3.8,4.03,39,2419,43,25,1482.0,26,203468,CJ McCollum,1011,26,0.667,0.885,0.654,0.358,POR,1610612757,189.4,2823,18
57,0.75,1.41,43,626,33,15,718.0,17,101139,CJ Miles,351,18,0.233,1.118,0.944,0.387,IND,1610612754,21.3,906,18
58,2.54,2.77,5,494,31,20,384.0,5,201228,CJ Watson,73,7,0.4,1.2,0.857,0.123,ORL,1610612753,27.4,594,11
59,1.32,2.06,1,70,16,10,75.0,0,203912,CJ Wilcox,14,0,0.0,0.0,0.0,0.165,ORL,1610612753,2.9,85,6
60,5.43,5.56,2,196,6,2,94.0,4,1626166,Cameron Payne,26,6,0.0,0.5,0.333,0.116,OKC,1610612760,20.7,224,4
61,1.83,2.32,1,380,19,16,341.0,2,1627747,Caris LeVert,116,4,0.0,1.0,0.75,0.252,BKN,1610612751,17.8,460,3
62,1.67,2.79,174,1975,41,23,1362.0,48,2546,Carmelo Anthony,911,69,0.638,1.0,0.812,0.381,NYK,1610612752,110.9,2388,18
63,1.3,2.23,15,411,17,6,302.0,9,202718,Chandler Parsons,108,10,0.267,0.889,0.8,0.223,MEM,1610612763,18.0,484,11
64,0.29,1.22,34,537,33,10,617.0,33,101112,Channing Frye,301,42,0.118,1.152,0.857,0.279,CLE,1610612739,22.0,1079,23
65,4.2,3.95,0,50,2,1,21.0,0,1626184,Chasson Randle,13,0,0.0,0.0,0.0,0.228,PHI,1610612755,3.7,57,1
66,0.35,1.43,7,59,7,4,84.0,5,1627767,Cheick Diallo,39,10,0.429,1.4,1.2,0.298,NOP,1610612740,3.1,131,3
67,0.41,1.27,0,10,2,1,10.0,1,1627778,Chinanu Onuaku,6,1,0.0,2.0,2.0,0.333,HOU,1610612745,0.4,18,1
68,0.33,1.39,10,75,12,4,114.0,6,2365,Chris Andersen,28,4,0.8,0.667,0.5,0.17,CLE,1610612739,3.8,165,8
69,0.46,0.92,5,55,10,10,52.0,3,1626191,Chris McCullough,29,6,1.0,0.667,0.333,0.293,BKN,1610612751,1.5,99,0
70,4.92,4.97,54,2642,36,9,1112.0,14,101108,Chris Paul,629,21,0.278,0.429,0.286,0.2,LAC,1610612746,260.2,3143,27
71,0.7,1.0,0,2,1,0,3.0,0,1626174,Christian Wood,0,0,0.0,0.0,0.0,0.0,CHA,1610612766,0.1,7,1
72,0.35,1.29,83,613,28,7,686.0,169,203991,Clint Capela,331,170,0.241,1.136,1.194,0.258,HOU,1610612745,27.6,1284,21
73,0.61,1.38,150,665,34,15,908.0,117,203469,Cody Zeller,371,104,0.393,1.017,0.962,0.392,CHA,1610612766,21.8,946,19
74,0.27,1.25,58,257,37,25,404.0,57,202332,Cole Aldrich,82,56,0.034,0.825,0.804,0.147,MIN,1610612750,11.6,558,12
75,0.89,1.49,8,529,43,11,656.0,23,201147,Corey Brewer,177,23,0.25,0.957,1.043,0.266,HOU,1610612745,16.5,665,32
76,5.86,5.06,13,1498,38,13,838.0,22,202709,Cory Joseph,332,36,0.308,0.364,0.167,0.187,TOR,1610612761,149.4,1772,25
77,1.26,2.21,36,1298,37,21,1127.0,14,201584,Courtney Lee,355,18,0.472,0.571,0.556,0.237,NYK,1610612752,55.1,1499,16
78,0.34,1.36,38,393,33,17,477.0,46,1626245,Cristiano Felicio,145,53,0.132,0.935,0.868,0.201,CHI,1610612741,16.4,721,16
79,3.64,4.33,23,1808,32,20,875.0,22,1626156,D'Angelo Russell,482,28,0.696,0.955,0.821,0.218,LAL,1610612747,159.8,2212,12
80,5.28,4.78,12,1800,43,26,868.0,2,201571,D.J. Augustin,376,3,0.0,1.0,1.333,0.188,ORL,1610612753,159.7,2005,17
81,0.8,2.0,1,3,1,1,9.0,1,1627745,Damian Jones,0,1,0.0,0.0,0.0,0.0,GSW,1610612744,0.2,6,0
82,4.84,5.14,38,2861,38,22,1352.0,31,203081,Damian Lillard,996,31,0.474,0.742,0.645,0.296,POR,1610612757,288.8,3370,16
83,0.59,1.12,6,174,24,16,171.0,1,204014,Damjan Rudez,41,1,0.0,0.0,0.0,0.144,ORL,1610612753,5.3,284,8
84,0.33,1.38,6,27,10,4,42.0,6,1627849,Daniel Ochefu,12,8,0.333,0.667,0.75,0.231,WAS,1610612764,1.2,52,6
85,1.24,2.24,41,1322,35,21,1199.0,39,201568,Danilo Gallinari,595,52,0.561,1.077,0.962,0.34,DEN,1610612743,65.1,1748,14
86,0.84,1.76,16,801,31,6,798.0,10,201980,Danny Green,242,10,0.25,0.8,0.8,0.212,SAS,1610612759,33.5,1144,25
87,0.34,1.16,28,454,29,16,725.0,20,201967,Dante Cunningham,163,22,0.25,0.65,0.636,0.193,NOP,1610612740,16.4,846,13
88,3.35,3.57,11,935,32,12,628.0,20,203957,Dante Exum,188,20,0.182,0.65,0.65,0.176,UTA,1610612762,63.7,1071,20
89,0.0,1.0,0,0,1,1,1.0,0,1627863,Danuel House,0,0,0.0,0.0,0.0,0.0,WAS,1610612764,0.0,1,0
90,0.72,1.6,110,1328,39,26,939.0,52,203967,Dario Saric,381,65,0.182,0.692,0.785,0.191,PHI,1610612755,53.1,1994,13
91,0.37,1.15,13,234,17,12,251.0,10,201589,Darrell Arthur,100,12,0.154,1.1,0.917,0.243,DEN,1610612743,7.9,411,5
92,4.38,4.53,29,1956,32,19,938.0,19,201954,Darren Collison,410,27,0.276,1.053,1.037,0.183,SAC,1610612758,169.6,2246,13
93,2.1,2.71,21,324,25,13,279.0,3,1626199,Darrun Hilliard,86,1,0.429,0.0,0.0,0.232,DET,1610612765,16.7,370,12
94,0.6,1.29,98,785,38,8,651.0,79,101135,David Lee,250,93,0.112,1.114,1.054,0.195,SAS,1610612759,27.6,1282,30
95,0.37,1.44,123,603,41,6,472.0,64,2561,David West,166,84,0.228,0.891,0.774,0.175,GSW,1610612744,22.7,948,35
96,0.45,1.04,15,295,32,4,325.0,6,202722,Davis Bertans,111,11,0.0,1.0,0.636,0.217,SAS,1610612759,8.8,512,28
97,0.22,1.19,96,940,43,14,1372.0,196,201599,DeAndre Jordan,527,206,0.063,1.388,1.311,0.244,LAC,1610612746,42.9,2163,29
98,2.62,3.07,5,553,32,8,532.0,13,202732,DeAndre Liggins,96,20,0.4,0.692,0.45,0.142,CLE,1610612739,34.6,676,24
99,1.94,2.54,4,121,15,7,106.0,14,1627761,DeAndre' Bembry,34,15,0.75,0.929,1.2,0.217,ATL,1610612737,6.7,157,8
100,3.91,4.64,75,2165,39,13,1385.0,13,201942,DeMar DeRozan,1107,11,0.493,0.615,0.364,0.462,TOR,1610612761,185.5,2398,26
101,1.03,2.27,400,2349,39,23,1348.0,100,202326,DeMarcus Cousins,1094,178,0.185,1.13,0.938,0.355,SAC,1610612758,116.7,3079,16
102,0.8,1.54,10,668,34,11,907.0,23,201960,DeMarre Carroll,347,26,1.0,1.174,1.115,0.341,TOR,1610612761,26.1,1018,23
103,5.2,5.09,8,220,20,4,114.0,4,1627749,Dejounte Murray,53,7,0.0,0.0,0.286,0.202,SAS,1610612759,22.3,263,16
104,3.96,4.35,0,26,4,3,17.0,0,1627743,Demetrius Jackson,10,0,0.0,0.0,0.0,0.385,BOS,1610612738,1.9,26,1
105,4.66,4.87,22,2975,41,17,1259.0,12,203471,Dennis Schroder,713,17,0.273,0.5,0.235,0.217,ATL,1610612737,266.3,3279,24
106,1.78,2.39,4,315,25,13,291.0,1,1627756,Denzel Valentine,79,3,0.0,0.0,0.0,0.206,CHI,1610612741,15.3,384,12
107,4.92,5.07,39,2298,31,21,941.0,16,101114,Deron Williams,425,25,0.256,0.5,0.4,0.164,DAL,1610612742,219.2,2592,10
108,0.3,1.37,98,707,28,9,646.0,103,202324,Derrick Favors,257,122,0.194,0.922,0.926,0.221,UTA,1610612762,26.5,1163,19
109,0.0,1.06,0,5,2,2,6.0,0,1627884,"Derrick Jones, Jr.",3,1,0.0,0.0,3.0,0.6,PHX,1610612756,0.1,5,0
110,3.77,4.39,21,2609,37,20,1181.0,25,201565,Derrick Rose,647,25,0.381,0.88,0.64,0.221,NYK,1610612752,213.5,2921,17
111,0.82,1.42,20,378,23,20,369.0,21,202682,Derrick Williams,146,24,0.3,0.667,0.792,0.202,MIA,1610612748,17.1,724,3
112,2.51,3.24,68,1892,38,26,1290.0,15,1626164,Devin Booker,737,26,0.5,0.6,0.269,0.347,PHX,1610612756,114.6,2121,12
113,2.2,2.75,21,448,23,14,352.0,6,2734,Devin Harris,128,12,0.0,0.833,1.083,0.225,DAL,1610612742,26.1,570,9
114,0.27,1.2,35,327,33,8,513.0,81,203473,Dewayne Dedmon,159,82,0.229,1.099,1.061,0.229,SAS,1610612759,13.9,694,25
115,0.23,1.33,27,106,21,7,165.0,15,1627738,Deyonta Davis,46,18,0.0,1.467,1.333,0.249,MEM,1610612763,4.1,185,14
116,0.69,1.43,1,13,4,0,16.0,3,1627754,Diamond Stone,6,3,0.0,0.667,0.667,0.273,LAC,1610612746,0.5,22,4
117,3.71,4.17,28,930,21,15,623.0,5,203079,Dion Waiters,269,5,0.286,0.6,0.6,0.254,MIA,1610612748,73.7,1059,6
118,0.35,1.3,42,372,14,11,342.0,13,1717,Dirk Nowitzki,184,19,0.381,0.846,0.789,0.305,DAL,1610612742,13.1,604,3
119,0.55,1.28,48,782,43,18,913.0,29,1627734,Domantas Sabonis,263,44,0.313,0.483,0.705,0.175,OKC,1610612760,32.0,1503,25
120,0.56,1.21,8,89,5,3,70.0,8,202700,Donatas Motiejunas,17,6,0.0,0.625,0.833,0.101,NOP,1610612740,3.4,169,2
121,0.54,1.45,16,631,38,26,835.0,20,1627827,Dorian Finney-Smith,183,22,0.125,0.8,0.818,0.183,DAL,1610612742,24.1,998,12
122,0.55,1.19,23,670,28,14,738.0,17,203926,Doug McDermott,290,23,0.478,1.824,1.783,0.339,CHI,1610612741,17.0,856,14
123,0.36,1.13,7,347,32,24,407.0,6,1627733,Dragan Bender,102,8,0.0,1.333,1.0,0.163,PHX,1610612756,11.8,624,8
124,1.22,2.0,110,1865,39,6,1290.0,77,203110,Draymond Green,416,95,0.127,0.935,0.874,0.141,GSW,1610612744,98.2,2944,33
125,0.39,1.32,88,1043,36,16,1057.0,230,2730,Dwight Howard,502,261,0.068,1.1,1.015,0.263,ATL,1610612737,42.0,1912,20
126,0.36,1.24,74,566,39,27,782.0,102,203939,Dwight Powell,286,103,0.324,1.127,1.087,0.243,DAL,1610612742,24.3,1177,12
127,2.77,3.47,38,1789,36,19,1101.0,33,2548,Dwyane Wade,686,47,0.474,1.091,0.894,0.333,CHI,1610612741,119.2,2059,17
128,2.35,2.78,43,1141,38,23,948.0,21,202734,E'Twaun Moore,378,29,0.465,0.762,0.655,0.298,NOP,1610612740,58.7,1269,15
129,0.41,1.13,84,422,40,23,680.0,95,202334,Ed Davis,164,83,0.357,0.674,0.687,0.17,POR,1610612757,18.2,963,17
130,0.0,0.5,0,3,1,0,4.0,1,204002,Edy Tavares,2,1,0.0,2.0,2.0,0.4,ATL,1610612737,0.0,5,1
131,4.91,4.81,22,2662,43,26,1238.0,17,203901,Elfrid Payton,519,17,0.591,0.471,0.588,0.173,ORL,1610612753,240.8,3003,17
132,4.1,4.42,20,2190,37,22,1081.0,21,1626144,Emmanuel Mudiay,457,32,0.4,0.762,0.781,0.182,DEN,1610612743,185.1,2513,15
133,0.61,1.82,53,909,43,18,926.0,146,202683,Enes Kanter,620,177,0.509,1.034,0.898,0.416,OKC,1610612760,45.2,1491,25
134,4.19,4.46,47,2828,39,27,1277.0,18,202339,Eric Bledsoe,805,27,0.34,0.5,0.333,0.236,PHX,1610612756,253.8,3413,12
135,1.66,2.4,48,1380,41,10,1253.0,26,201569,Eric Gordon,733,18,0.542,0.692,0.556,0.428,HOU,1610612745,68.5,1711,31
136,0.53,1.26,128,1367,39,23,1069.0,75,101141,Ersan Ilyasova,555,88,0.156,0.96,0.977,0.259,PHI,1610612755,44.9,2140,16
137,2.13,3.16,46,1541,37,23,1189.0,19,203095,Evan Fournier,612,15,0.348,1.105,1.267,0.348,ORL,1610612753,92.5,1758,14
138,2.99,3.43,29,1462,40,22,1023.0,13,202323,Evan Turner,378,22,0.138,0.769,0.364,0.204,POR,1610612757,105.8,1850,18
139,0.47,1.27,59,1019,39,21,949.0,76,1626163,Frank Kaminsky,394,94,0.305,1.053,0.926,0.193,CHA,1610612766,43.2,2037,18
140,6.5,6.08,1,88,10,1,51.0,0,1627832,Fred VanVleet,18,0,0.0,0.0,0.0,0.171,TOR,1610612761,10.6,105,9
141,1.91,2.46,33,1297,40,24,1027.0,23,202066,Garrett Temple,302,29,0.394,0.565,0.655,0.195,SAC,1610612758,63.4,1546,16
142,1.77,2.19,10,452,17,10,444.0,19,203914,Gary Harris,205,21,0.4,1.053,0.952,0.381,DEN,1610612743,19.6,538,7
143,4.61,4.88,16,1231,19,4,592.0,16,201588,George Hill,344,18,0.5,1.063,0.944,0.25,UTA,1610612762,112.1,1378,15
144,0.69,1.44,6,83,16,7,77.0,3,1627777,Georges Niang,11,3,0.333,0.667,0.667,0.076,IND,1610612754,3.5,144,9
145,0.67,1.56,3,8,2,2,9.0,1,1627834,Georgios Papagiannis,2,2,0.0,0.0,1.0,0.133,SAC,1610612758,0.4,15,0
146,1.16,2.08,4,271,23,7,248.0,5,101123,Gerald Green,125,6,0.5,1.2,1.0,0.348,BOS,1610612738,12.4,359,16
147,1.54,2.16,33,957,35,24,858.0,32,201945,Gerald Henderson,332,34,0.333,0.563,0.647,0.301,PHI,1610612755,39.7,1103,11
148,2.61,3.52,127,2438,38,19,1317.0,116,203507,Giannis Antetokounmpo,893,144,0.315,1.233,1.097,0.296,MIL,1610612749,177.1,3017,19
